Store,Date,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
26,27-01-2012,0,24.16,3.568,136.9598387,7.467
43,06-07-2012,0,82.68,3.227,213.2797452,9.285
2,05-10-2012,0,70.27,3.617,222.8159296,6.17
18,04-02-2011,0,20.79,3.24,133.1834194,9.131
4,24-09-2010,0,60.96,2.642,126.1900333,7.372
2,03-06-2011,0,83.07,3.699,214.9254865,7.931
19,14-05-2010,0,46.53,3.112,132.152129,8.185
29,29-07-2011,0,75.32,3.898,135.9639355,9.863
25,10-02-2012,1,32.47,3.64,213.1186138,6.961
27,31-08-2012,0,75.0,4.026,142.4054482,8.239
43,28-10-2011,0,66.82,3.372,209.3692488,10.148
21,31-12-2010,1,47.19,2.943,211.064774,8.163
19,26-03-2010,0,39.07,2.963,131.863129,8.35
10,26-08-2011,0,91.59,3.663,129.2832581,8.257
2,04-11-2011,0,55.53,3.332,217.4853605,7.441
32,22-07-2011,0,76.0,3.545,193.5120367,8.622
5,30-07-2010,0,82.46,2.64,211.9270006,6.496
40,11-11-2011,0,40.75,3.57,136.4618065,4.42
16,10-02-2012,1,23.69,3.103,196.9195056,6.162
37,06-05-2011,0,69.56,3.906,214.5240376,8.3
16,28-09-2012,0,51.4,3.789,198.5903276,6.061
5,28-10-2011,0,69.27,3.372,218.2468539,6.3
45,25-11-2011,1,48.71,3.492,188.3504,8.523
16,12-10-2012,0,43.26,3.76,199.0539368,5.847
24,26-10-2012,0,55.16,4.071,138.7281613,8.693
43,11-02-2011,1,40.65,3.022,204.873871,10.398
33,07-01-2011,0,46.25,3.287,127.1917742,8.951
41,23-07-2010,0,70.77,2.691,189.774698,7.335
30,13-08-2010,0,89.65,2.692,211.2951413,8.099
41,19-10-2012,0,49.56,3.75,199.1481963,6.195
25,15-10-2010,0,54.09,2.868,205.0137637,7.484
29,02-09-2011,0,69.16,3.784,136.2440968,9.863
26,06-08-2010,0,62.93,2.792,132.6141935,8.445
21,03-08-2012,0,91.57,3.417,221.5869799,6.565
40,24-08-2012,0,63.91,3.874,138.2814516,4.156
6,29-04-2011,0,75.27,3.81,217.1847255,6.855
18,06-04-2012,0,43.8,3.957,137.7970968,8.304
34,10-12-2010,0,41.93,2.86,126.7934,10.21
33,24-12-2010,0,60.43,3.236,126.9835806,9.265
38,09-04-2010,0,59.25,3.09,126.6019032,14.099
33,04-05-2012,0,82.43,4.058,131.136,7.396
33,04-02-2011,0,49.26,3.348,127.7195806,8.951
28,13-07-2012,0,95.61,3.723,130.683,10.926
37,14-09-2012,0,78.16,3.717,221.2601207,6.623
44,29-04-2011,0,43.85,3.683,128.9998667,6.906
5,06-04-2012,0,70.4,3.891,222.0225762,5.801
29,15-06-2012,0,66.56,3.683,138.1295333,9.14
33,28-10-2011,0,76.73,3.843,129.7936774,8.01
23,16-12-2011,0,32.99,3.445,136.5335161,4.42
13,17-09-2010,0,66.84,2.875,126.1454667,7.951
15,12-02-2010,1,22.0,2.94,131.5866129,8.35
35,27-01-2012,0,36.96,3.567,140.9124021,8.744
20,25-05-2012,0,70.04,3.798,214.5499425,7.139
26,08-06-2012,0,49.43,3.746,138.1174194,7.489
22,27-08-2010,0,68.99,2.77,136.557015,8.433
16,06-08-2010,0,67.42,2.69,190.0990028,6.868
30,20-05-2011,0,68.36,3.907,215.3834778,7.931
13,31-08-2012,0,79.18,3.624,130.8853548,5.765
4,18-03-2011,0,51.86,3.495,128.5121935,6.51
12,20-04-2012,0,66.73,4.222,131.1173333,11.627
29,15-10-2010,0,55.23,2.878,132.7633548,10.524
16,23-09-2011,0,50.39,3.581,194.8099713,6.338
25,19-11-2010,0,42.72,3.0,205.0992811,7.484
33,20-01-2012,0,55.99,3.66,130.2792258,7.603
17,17-09-2010,0,58.53,2.875,126.1454667,6.697
6,20-05-2011,0,72.01,3.907,217.2896095,6.855
4,11-11-2011,0,47.12,3.286,129.8167097,5.143
4,18-11-2011,0,50.44,3.294,129.8268333,5.143
31,11-03-2011,0,54.69,3.459,213.7646401,8.028
21,12-08-2011,0,92.32,3.638,215.2593211,7.852
36,12-03-2010,0,61.96,2.619,210.1413607,8.554
37,11-06-2010,0,82.3,2.668,210.2135668,8.464
37,21-05-2010,0,77.34,2.826,209.3922937,8.464
17,16-03-2012,0,43.69,3.529,130.8261935,6.403
16,15-04-2011,0,34.59,3.611,192.4225954,6.339
40,27-01-2012,0,22.91,3.568,136.9598387,4.261
6,06-05-2011,0,65.42,3.906,217.3547569,6.855
36,30-04-2010,0,70.9,2.725,209.170772,8.464
31,10-12-2010,0,46.35,2.843,211.1247993,8.163
11,26-08-2011,0,89.09,3.523,219.0866908,7.567
14,16-07-2010,0,77.84,2.783,182.2604411,8.743
5,12-08-2011,0,90.16,3.638,216.1678032,6.529
44,23-09-2011,0,63.6,3.648,129.5183333,6.56
16,28-01-2011,0,20.8,3.008,191.667891,6.614
13,23-09-2011,0,63.6,3.648,129.5183333,6.877
3,09-09-2011,1,81.72,3.546,219.2135305,7.567
40,06-08-2010,0,69.16,2.792,132.6141935,5.326
45,13-04-2012,0,51.83,4.044,190.7595962,8.567
1,11-05-2012,0,73.77,3.688,221.7256632,7.143
3,04-11-2011,0,59.31,3.332,221.245968,7.197
2,01-07-2011,0,85.69,3.524,214.8368678,7.852
16,17-06-2011,0,58.34,3.697,192.9034759,6.339
35,28-05-2010,0,67.88,2.899,136.1489101,9.051
12,12-11-2010,0,57.79,3.13,126.5461613,14.313
41,12-11-2010,0,38.99,2.737,191.0411474,7.508
26,11-03-2011,0,28.13,3.6,133.7361429,7.907
7,03-02-2012,0,22.2,3.031,196.8728921,8.256
41,18-03-2011,0,40.19,3.406,192.1237981,7.241
43,06-08-2010,0,84.66,2.627,203.4173387,9.816
35,09-07-2010,0,82.69,2.793,136.3962643,8.861
3,01-07-2011,0,85.1,3.524,218.5467052,7.567
27,01-06-2012,0,73.4,3.915,142.1095438,8.253
41,14-10-2011,0,47.43,3.491,195.0261012,6.759
9,20-01-2012,0,51.56,3.268,223.7114288,5.667
32,03-09-2010,0,70.2,2.773,190.3621607,9.017
26,18-05-2012,0,52.55,3.899,138.1065806,7.489
38,27-07-2012,0,93.47,3.769,130.7195806,10.926
18,14-09-2012,0,64.45,3.988,138.5673,8.535
24,31-08-2012,0,71.18,4.026,138.3771935,8.953
15,08-10-2010,0,52.19,2.903,132.7516667,8.067
6,11-03-2011,0,57.71,3.459,215.6488731,6.858
42,19-11-2010,0,58.83,3.047,126.6072,9.003
25,03-08-2012,0,72.08,3.654,214.7433514,7.28
43,12-08-2011,0,86.64,3.638,207.4330369,10.641
42,01-04-2011,0,67.64,3.772,128.7199355,8.494
12,13-01-2012,0,48.07,3.657,130.244,12.187
3,12-08-2011,0,88.88,3.638,218.9605873,7.567
39,02-12-2011,0,53.14,3.172,217.4229206,7.716
29,12-10-2012,0,54.18,4.029,138.9117,9.151
2,05-03-2010,0,47.17,2.625,211.0067542,8.324
40,01-04-2011,0,28.6,3.638,134.0682581,4.781
22,23-09-2011,0,62.36,3.758,140.32725,8.023
36,25-02-2011,0,67.73,3.053,212.2912786,8.395
3,01-06-2012,0,81.55,3.501,225.2518313,6.664
42,10-06-2011,0,84.57,3.981,129.0357097,8.494
25,23-07-2010,0,75.37,2.771,204.4812188,7.527
26,12-02-2010,1,18.14,2.771,131.5866129,8.488
23,29-06-2012,0,64.23,3.577,138.1962667,4.125
8,03-09-2010,0,76.14,2.577,214.894576,6.315
30,17-12-2010,0,48.63,2.869,211.0645458,8.163
6,12-10-2012,0,65.43,3.601,225.0054733,5.329
28,06-05-2011,0,68.4,4.193,129.0444333,13.736
1,05-08-2011,0,91.65,3.684,215.544618,7.962
16,20-01-2012,0,29.3,3.055,196.7796652,6.162
34,13-08-2010,0,76.72,2.698,126.064,9.816
42,05-02-2010,0,54.34,2.962,126.4420645,9.765
42,10-12-2010,0,60.51,3.091,126.7934,9.003
31,02-03-2012,0,59.3,3.63,220.4866886,7.057
6,01-07-2011,0,87.0,3.524,216.7257388,6.925
16,31-08-2012,0,64.19,3.556,198.0967341,6.061
29,04-11-2011,0,42.81,3.586,136.475129,9.357
28,15-10-2010,0,75.0,2.976,126.3266774,14.313
39,19-03-2010,0,58.62,2.72,209.9803208,8.554
38,12-11-2010,0,57.79,3.13,126.5461613,14.313
26,04-03-2011,0,14.31,3.437,133.6141429,7.907
36,29-07-2011,0,84.99,3.66,214.2343177,8.177
3,28-09-2012,0,77.46,3.666,226.5180926,6.334
3,17-02-2012,0,52.39,3.51,223.9170153,6.833
34,29-04-2011,0,57.73,3.781,128.9998667,10.581
43,29-04-2011,0,71.34,3.81,207.4148429,10.581
19,23-12-2011,0,36.09,3.587,136.5883871,7.866
42,23-04-2010,0,66.42,3.05,126.4713333,9.524
31,24-09-2010,0,80.79,2.624,211.2552578,8.099
25,08-04-2011,0,42.11,3.72,208.1092642,7.287
11,27-08-2010,0,87.7,2.619,214.8897938,7.346
33,31-12-2010,1,52.91,3.148,127.0876774,9.265
37,05-03-2010,0,51.33,2.625,210.1092746,8.554
27,04-05-2012,0,53.68,4.124,142.0177929,8.253
35,03-02-2012,0,42.52,3.617,141.0161924,8.744
43,04-05-2012,0,77.47,3.749,213.1125857,9.575
17,20-05-2011,0,51.93,3.802,129.0756774,6.774
18,23-04-2010,0,50.3,2.895,132.0226667,9.269
35,20-07-2012,0,78.64,3.567,142.2337569,8.839
4,08-10-2010,0,67.73,2.645,126.2791667,7.127
2,25-06-2010,0,86.26,2.653,210.9950134,8.2
39,27-04-2012,0,69.11,3.814,220.3014485,6.989
44,14-05-2010,0,50.15,2.962,126.2085484,7.972
45,23-09-2011,0,63.75,3.711,187.0295321,8.625
15,26-03-2010,0,39.53,2.963,131.863129,8.35
22,26-08-2011,0,72.22,3.796,140.1629528,8.023
7,26-11-2010,1,17.95,2.742,191.0121805,9.137
36,21-05-2010,0,77.34,2.767,209.3922937,8.464
17,12-03-2010,0,29.71,2.733,126.6042857,6.548
26,19-10-2012,0,43.51,4.0,138.8336129,7.138
38,08-10-2010,0,71.82,3.013,126.2791667,14.313
13,07-01-2011,0,16.94,2.891,127.1917742,7.47
11,18-05-2012,0,72.53,3.63,225.2512024,6.664
22,06-08-2010,0,74.37,2.792,136.4741118,8.433
34,25-05-2012,0,72.42,3.551,131.0287742,9.575
15,26-11-2010,1,40.71,3.186,132.8369333,8.067
6,04-02-2011,0,40.59,2.989,214.0887176,6.858
11,05-08-2011,0,90.04,3.684,218.9023209,7.567
44,20-01-2012,0,32.71,3.047,130.2792258,5.774
44,04-02-2011,0,23.35,2.974,127.7195806,7.224
30,26-11-2010,1,62.96,2.735,211.4062867,8.163
24,26-02-2010,0,33.98,2.91,131.686,8.326
6,03-02-2012,0,57.45,3.36,221.7707093,6.132
10,27-04-2012,0,80.11,4.088,131.1266667,7.382
10,02-12-2011,0,57.29,3.701,129.8459667,7.874
16,26-02-2010,0,18.12,2.586,189.6018023,7.039
12,06-05-2011,0,68.4,4.193,129.0444333,13.736
44,15-10-2010,0,54.12,2.845,126.3266774,7.61
3,06-04-2012,0,73.01,3.891,224.9393405,6.664
7,23-07-2010,0,64.64,2.691,189.774698,9.017
25,24-08-2012,0,64.53,3.834,214.9567044,7.28
9,08-10-2010,0,65.35,2.633,215.290437,6.56
31,15-07-2011,0,91.05,3.575,215.0134426,7.852
15,20-07-2012,0,75.31,3.732,138.2331935,8.193
4,13-08-2010,0,78.08,2.698,126.064,7.372
14,04-11-2011,0,43.92,3.551,187.9703629,8.523
5,04-05-2012,0,77.1,3.749,222.2594722,5.801
36,29-04-2011,0,76.1,3.837,214.3580974,8.3
14,25-11-2011,1,48.71,3.492,188.3504,8.523
19,14-09-2012,0,65.08,4.088,138.5673,8.193
34,22-10-2010,0,58.11,2.736,126.3815484,10.21
39,17-08-2012,0,84.72,3.571,220.7199609,6.623
14,30-07-2010,0,79.78,2.781,182.4415378,8.743
34,17-02-2012,0,37.25,3.493,130.4546207,9.653
18,22-04-2011,0,45.99,3.919,134.3571,8.975
22,24-09-2010,0,65.14,2.718,136.6317821,8.433
26,20-08-2010,0,62.68,2.796,132.6616129,8.445
6,03-08-2012,0,87.55,3.417,223.5607856,5.668
4,06-04-2012,0,67.69,3.864,131.0375484,4.308
27,19-03-2010,0,49.04,2.96,135.6682247,8.237
30,12-11-2010,0,60.95,2.728,211.6608975,8.163
26,03-02-2012,0,25.24,3.633,137.0632581,7.467
37,20-01-2012,0,58.9,3.268,218.6755292,7.244
31,03-02-2012,0,55.83,3.36,219.8118854,7.057
21,03-02-2012,0,55.83,3.36,219.8118854,7.057
18,23-12-2011,0,35.78,3.413,136.5883871,8.471
8,31-12-2010,1,41.47,2.943,214.7447295,6.433
14,13-01-2012,0,41.18,3.513,189.3260962,8.424
18,30-12-2011,1,32.36,3.402,136.6432581,8.471
33,19-10-2012,0,75.55,4.449,131.1499677,6.895
2,25-11-2011,1,56.36,3.236,218.1130269,7.441
8,17-08-2012,0,81.21,3.571,225.6050797,5.401
44,30-12-2011,1,31.53,3.119,130.0710323,6.078
43,21-10-2011,0,70.3,3.353,209.2222327,10.148
34,25-11-2011,1,45.99,3.225,129.8364,10.148
21,11-05-2012,0,74.14,3.688,221.3632212,6.891
36,08-07-2011,0,84.71,3.44,214.0245556,8.177
31,03-09-2010,0,82.57,2.577,211.1886931,8.099
28,18-03-2011,0,64.21,3.692,128.5121935,14.021
22,07-09-2012,1,73.3,3.921,142.500303,7.753
42,09-04-2010,0,65.29,3.004,126.6019032,9.524
29,03-06-2011,0,70.09,3.973,134.8551613,9.966
39,22-07-2011,0,84.6,3.651,214.1713416,8.177
23,09-09-2011,1,66.04,3.809,136.2745806,4.584
13,16-03-2012,0,52.5,3.529,130.8261935,6.104
5,02-07-2010,0,81.25,2.669,211.7801861,6.496
20,02-04-2010,0,51.0,2.85,204.0252842,7.856
29,24-08-2012,0,70.42,3.874,138.2814516,9.419
4,10-08-2012,0,83.21,3.476,130.7561613,4.077
36,02-07-2010,0,81.85,2.606,209.984205,8.36
2,06-01-2012,0,46.75,3.157,219.355063,7.057
35,26-08-2011,0,72.88,3.704,140.1629528,8.684
3,18-05-2012,0,72.38,3.63,225.2512024,6.664
11,30-04-2010,0,71.13,2.78,213.6716815,7.343
2,11-05-2012,0,73.87,3.688,221.3632212,6.891
41,14-09-2012,0,59.39,3.659,198.1267184,6.432
12,27-04-2012,0,77.99,4.193,131.1266667,11.627
13,09-04-2010,0,38.97,2.877,126.6019032,8.107
18,06-05-2011,0,54.17,4.078,134.5143667,8.975
39,31-08-2012,0,83.72,3.638,220.9853964,6.623
3,18-02-2011,0,61.58,3.045,216.5843571,7.551
42,16-03-2012,0,62.11,4.273,130.8261935,7.545
12,20-08-2010,0,92.81,3.041,126.0766452,14.18
27,26-03-2010,0,52.34,2.963,135.7073618,8.237
45,29-07-2011,0,81.31,3.829,186.2955962,8.625
20,27-05-2011,0,69.12,3.985,208.556714,7.287
11,18-11-2011,0,66.17,3.308,221.6432852,7.197
34,11-03-2011,0,45.87,3.461,128.3995,10.398
40,18-05-2012,0,57.59,3.899,138.1065806,4.125
42,11-11-2011,0,55.28,3.677,129.8167097,7.874
13,21-01-2011,0,34.8,2.934,127.4404839,7.47
29,24-09-2010,0,65.14,2.718,132.7619333,10.409
36,06-05-2011,0,69.56,3.917,214.5240376,8.3
37,28-01-2011,0,48.74,3.01,210.9682412,8.395
43,05-03-2010,0,52.89,2.625,203.3117653,9.521
3,29-07-2011,0,88.07,3.682,218.8440545,7.567
45,03-06-2011,0,76.38,3.922,185.7545,8.521
41,25-02-2011,0,26.1,3.101,191.9647167,7.241
40,26-03-2010,0,39.51,2.831,131.863129,5.892
42,17-06-2011,0,87.96,3.935,129.0432,8.494
18,10-08-2012,0,75.7,3.772,138.1437742,8.535
45,30-07-2010,0,79.78,2.781,182.4415378,8.743
42,06-08-2010,0,86.13,3.123,126.0854516,9.199
22,19-08-2011,0,71.3,3.82,140.1289205,8.023
42,25-02-2011,0,53.59,3.398,128.13,8.744
15,06-01-2012,0,30.24,3.585,136.698129,7.943
5,01-04-2011,0,61.5,3.524,215.4024406,6.489
18,15-04-2011,0,49.91,3.823,134.2784667,8.975
19,04-11-2011,0,44.97,3.738,136.475129,7.866
43,20-05-2011,0,74.21,3.907,207.5200622,10.581
33,17-08-2012,0,96.79,4.002,130.7909677,7.147
37,14-05-2010,0,77.53,2.854,209.118536,8.464
17,24-12-2010,0,26.58,2.846,126.9835806,6.885
38,04-03-2011,0,51.72,3.674,128.26475,14.021
26,10-12-2010,0,16.6,3.132,132.6764,8.149
28,09-07-2010,0,90.37,3.1,126.1518,14.18
35,26-10-2012,0,58.99,3.882,142.7624113,8.665
30,29-04-2011,0,70.19,3.81,215.2772683,7.931
11,29-04-2011,0,79.97,3.81,219.0236099,7.574
17,06-04-2012,0,43.92,3.793,131.0375484,6.235
28,07-05-2010,0,70.15,3.127,126.2898,14.099
9,14-10-2011,0,67.27,3.274,220.9836849,6.054
19,07-10-2011,0,53.1,3.775,136.472,7.866
20,06-01-2012,0,33.42,3.422,212.5711125,6.961
42,26-02-2010,0,52.77,2.825,126.5522857,9.765
36,28-10-2011,0,71.31,3.306,216.4051315,7.716
30,19-03-2010,0,54.68,2.72,210.8733316,8.324
39,16-03-2012,0,65.81,3.734,219.8956335,7.244
22,18-03-2011,0,43.38,3.634,137.7398929,8.458
39,14-01-2011,0,41.74,2.983,210.2379731,8.395
45,10-06-2011,0,73.88,3.881,185.6486923,8.521
13,18-06-2010,0,58.41,2.819,126.114,8.107
20,17-02-2012,0,31.11,3.695,213.2732106,6.961
35,20-08-2010,0,75.16,2.779,136.5249182,8.861
33,30-04-2010,0,73.29,3.105,126.3805667,9.849
18,10-12-2010,0,25.64,3.132,132.6764,9.331
18,24-08-2012,0,68.52,3.874,138.2814516,8.535
38,13-04-2012,0,64.28,4.254,131.108,11.627
35,06-01-2012,0,35.8,3.422,140.6461359,8.744
5,07-09-2012,1,86.3,3.73,223.0298805,5.603
22,03-12-2010,0,39.42,3.065,136.6075714,8.572
39,12-11-2010,0,62.21,2.728,210.7667944,8.476
35,01-10-2010,0,70.19,2.707,136.6297571,8.763
1,24-06-2011,0,83.58,3.594,215.0910982,7.682
43,26-03-2010,0,54.53,2.732,203.0165945,9.521
9,24-12-2010,0,50.93,2.886,214.9301534,6.56
19,13-08-2010,0,72.71,2.923,132.63,8.099
8,22-06-2012,0,78.85,3.346,225.3558843,5.679
9,16-12-2011,0,47.31,3.159,222.8825484,6.054
41,10-09-2010,1,63.3,2.78,190.3958293,7.335
38,19-03-2010,0,59.57,3.054,126.6066452,13.975
24,15-04-2011,0,52.36,3.981,134.2784667,8.212
29,05-03-2010,0,36.82,2.766,131.735,10.064
12,05-03-2010,0,53.77,2.987,126.5782857,13.975
28,17-12-2010,0,52.77,3.236,126.8794839,14.313
27,23-04-2010,0,53.91,3.021,135.8721667,8.058
10,04-03-2011,0,56.96,3.674,128.26475,8.744
45,22-06-2012,0,74.22,3.564,191.0646096,8.567
4,23-04-2010,0,56.87,2.805,126.4713333,7.896
8,30-12-2011,1,36.33,3.129,223.0576765,6.123
19,22-04-2011,0,41.66,4.061,134.3571,7.658
32,02-09-2011,0,74.6,3.511,194.5092113,8.622
5,29-07-2011,0,89.42,3.682,216.0464364,6.529
11,27-04-2012,0,73.4,3.814,225.1243526,6.664
35,06-08-2010,0,77.45,2.784,136.4741118,8.861
37,29-10-2010,0,76.22,2.716,210.6736944,8.476
20,07-09-2012,1,76.36,3.911,215.2189573,7.28
25,17-06-2011,0,63.58,3.842,208.1265604,7.287
35,16-04-2010,0,54.95,2.899,135.82725,9.051
5,18-03-2011,0,64.31,3.488,214.9257339,6.634
9,10-02-2012,1,44.03,3.409,223.9953006,5.667
31,21-10-2011,0,65.16,3.353,217.1650042,7.441
4,11-02-2011,1,33.29,3.033,127.859129,6.51
12,23-04-2010,0,64.55,3.05,126.4713333,14.099
11,17-09-2010,0,83.04,2.582,214.8322484,7.346
22,22-10-2010,0,50.24,2.919,136.688871,8.572
35,24-06-2011,0,72.02,3.804,139.1832917,8.512
23,13-07-2012,0,69.19,3.561,138.263,4.156
26,02-03-2012,0,22.49,3.827,137.4238966,7.467
29,19-10-2012,0,55.28,4.0,138.8336129,9.151
45,06-08-2010,0,77.17,2.784,182.5320862,8.743
23,12-08-2011,0,69.86,3.88,136.144129,4.584
8,17-06-2011,0,84.73,3.637,218.4021448,6.297
19,11-03-2011,0,35.59,3.752,133.7361429,7.771
12,07-10-2011,0,70.44,3.827,129.6938,12.89
17,21-09-2012,0,58.43,3.821,131.0103333,5.936
38,25-05-2012,0,83.84,4.293,131.0287742,11.627
22,25-11-2011,1,46.28,3.536,140.4217857,7.706
28,20-04-2012,0,66.73,4.222,131.1173333,11.627
43,15-10-2010,0,68.78,2.72,203.7299032,10.21
43,23-12-2011,0,42.63,3.112,210.9052972,10.148
32,22-06-2012,0,74.85,3.735,197.7389345,8.09
36,26-08-2011,0,86.02,3.501,214.4878416,8.177
10,01-06-2012,0,80.06,4.277,130.9592258,7.382
13,27-07-2012,0,80.42,3.537,130.7195806,5.765
13,02-09-2011,0,77.0,3.58,129.3259355,6.877
28,09-12-2011,0,42.17,3.644,129.8555333,12.89
11,17-12-2010,0,54.63,2.869,214.704919,7.564
1,08-10-2010,0,63.93,2.633,211.7467544,7.838
4,21-05-2010,0,67.4,2.82,126.1843871,7.896
17,17-06-2011,0,56.61,3.704,129.0432,6.774
26,12-08-2011,0,62.99,3.88,136.144129,7.767
23,24-09-2010,0,57.75,2.718,132.7619333,5.326
9,26-10-2012,0,69.52,3.506,227.2328068,4.954
34,01-10-2010,0,70.13,2.619,126.2346,10.21
24,13-07-2012,0,75.36,3.689,138.263,8.953
15,07-09-2012,1,71.61,4.076,138.4729355,8.193
19,15-04-2011,0,48.67,3.981,134.2784667,7.658
29,30-04-2010,0,50.96,2.935,132.0644333,10.16
44,22-04-2011,0,47.55,3.655,128.9553,6.906
12,02-03-2012,0,52.27,4.178,130.6457931,12.187
33,14-10-2011,0,76.49,3.698,129.7706452,8.01
12,18-05-2012,0,84.51,4.11,131.0983226,11.627
34,30-04-2010,0,56.58,2.787,126.3805667,9.593
36,17-02-2012,0,54.38,3.503,219.1148297,7.244
26,01-04-2011,0,22.99,3.638,134.0682581,7.818
3,30-09-2011,0,82.58,3.355,220.085696,7.567
35,13-05-2011,0,60.07,4.066,138.4959286,8.512
1,12-10-2012,0,62.99,3.601,223.3812965,6.573
42,29-06-2012,0,91.36,3.875,130.7562667,7.382
45,12-11-2010,0,46.14,2.931,182.9916129,8.724
5,26-10-2012,0,71.7,3.506,224.0378139,5.422
23,26-11-2010,1,34.95,3.07,132.8369333,5.287
40,28-10-2011,0,42.09,3.604,136.4884516,4.42
32,21-01-2011,0,34.54,2.973,191.5731924,8.818
3,25-05-2012,0,78.58,3.561,225.2515168,6.664
1,25-06-2010,0,84.34,2.653,211.3386526,7.808
8,26-02-2010,0,37.91,2.561,214.6940735,6.299
17,15-06-2012,0,56.67,3.756,130.8295333,6.235
18,13-04-2012,0,47.75,4.025,137.868,8.304
17,20-01-2012,0,27.26,3.047,130.2792258,6.403
37,09-04-2010,0,68.54,2.77,209.400638,8.464
1,26-11-2010,1,64.52,2.735,211.7484333,7.838
20,06-04-2012,0,50.06,3.996,214.2387053,7.139
24,02-09-2011,0,68.14,3.879,136.2440968,8.358
22,18-06-2010,0,67.13,2.805,136.3243393,8.348
24,15-07-2011,0,74.43,3.915,135.7837419,8.358
31,09-03-2012,0,57.16,3.669,220.6974332,7.057
1,23-04-2010,0,64.84,2.795,210.4391228,7.808
9,24-09-2010,0,77.15,2.624,215.1378313,6.442
14,14-10-2011,0,63.82,3.541,187.6917481,8.523
18,10-06-2011,0,69.49,3.924,134.9425484,8.975
21,26-02-2010,0,45.31,2.561,210.9759573,8.324
28,05-03-2010,0,53.77,2.987,126.5782857,13.975
8,30-07-2010,0,76.02,2.64,214.7418728,6.315
27,03-08-2012,0,75.22,3.819,142.1916279,8.239
21,27-07-2012,0,88.09,3.407,221.5785461,6.565
7,27-01-2012,0,26.9,3.038,196.8262786,8.256
21,27-08-2010,0,86.2,2.619,211.2241759,8.099
22,30-04-2010,0,50.96,2.935,135.9170833,8.348
24,14-01-2011,0,22.41,3.367,132.9510645,8.252
32,02-12-2011,0,33.8,3.378,195.8223287,8.513
6,25-06-2010,0,84.2,2.653,212.8641412,7.092
31,16-03-2012,0,63.39,3.734,220.8498468,7.057
11,16-04-2010,0,67.81,2.808,213.7726889,7.343
21,21-05-2010,0,74.24,2.826,210.2768443,8.2
28,29-06-2012,0,90.47,3.875,130.7562667,11.627
7,18-03-2011,0,27.69,3.406,192.1237981,8.818
38,06-05-2011,0,68.4,4.193,129.0444333,13.736
29,23-09-2011,0,62.36,3.758,136.367,9.863
42,01-07-2011,0,95.36,3.842,129.0894,8.257
36,16-04-2010,0,66.74,2.769,209.2691428,8.464
20,25-02-2011,0,33.2,3.274,206.6424093,7.343
12,28-01-2011,0,50.74,3.342,127.5800323,14.021
43,07-01-2011,0,40.47,2.976,203.4267005,10.398
6,17-02-2012,0,49.03,3.51,222.026359,6.132
10,19-08-2011,0,87.4,3.743,129.2405806,8.257
26,21-09-2012,0,52.68,4.056,138.6534,7.405
41,14-01-2011,0,22.44,2.911,191.4784939,7.241
6,07-09-2012,1,86.33,3.73,224.0560076,5.668
7,26-10-2012,0,42.53,3.686,199.2195317,7.557
34,07-01-2011,0,24.5,2.98,127.1917742,10.398
29,16-03-2012,0,46.06,3.867,137.5843871,8.988
12,29-04-2011,0,68.27,4.151,128.9998667,13.736
12,25-11-2011,1,53.25,3.622,129.8364,12.89
23,13-08-2010,0,67.43,2.81,132.63,5.326
35,11-06-2010,0,68.9,2.809,136.2874263,9.051
10,01-04-2011,0,67.64,3.772,128.7199355,8.494
36,26-03-2010,0,55.76,2.711,209.7870932,8.554
23,16-09-2011,0,60.52,3.809,136.3145,4.584
32,08-07-2011,0,72.56,3.54,193.1878448,8.622
35,27-05-2011,0,66.43,3.985,138.6782834,8.512
23,30-09-2011,0,64.76,3.684,136.4195,4.584
37,27-01-2012,0,62.73,3.29,218.7687195,7.244
5,10-08-2012,0,86.96,3.494,222.5472987,5.603
44,10-08-2012,0,81.69,3.509,130.7561613,5.407
24,19-02-2010,0,31.05,2.909,131.637,8.326
26,23-12-2011,0,22.53,3.413,136.5883871,7.598
17,25-05-2012,0,55.69,3.801,131.0287742,6.235
10,12-11-2010,0,61.24,3.13,126.5461613,9.003
42,01-06-2012,0,80.06,4.277,130.9592258,7.382
37,20-04-2012,0,70.87,3.877,220.2483937,6.989
32,26-03-2010,0,36.59,2.717,189.7195417,9.014
38,24-06-2011,0,88.95,3.898,129.0663,13.736
7,20-07-2012,0,62.87,3.585,197.9290378,7.872
41,17-02-2012,0,22.52,3.113,196.9432711,6.589
39,16-09-2011,0,83.11,3.526,214.7934111,8.177
38,06-08-2010,0,92.95,3.123,126.0854516,14.18
29,17-12-2010,0,30.46,3.139,132.6804516,10.524
25,11-02-2011,1,21.18,3.239,206.0763862,7.343
18,03-12-2010,0,37.09,3.065,132.7566667,9.331
28,30-04-2010,0,67.38,3.105,126.3805667,14.099
9,18-02-2011,0,58.5,3.045,216.8154856,6.416
30,01-10-2010,0,70.28,2.603,211.3298742,8.163
11,14-10-2011,0,75.56,3.274,220.7486167,7.197
13,09-09-2011,1,70.19,3.619,129.3686129,6.877
8,07-05-2010,0,62.68,2.835,213.6670857,6.29
1,20-07-2012,0,80.42,3.311,221.9327267,6.908
10,29-07-2011,0,86.75,3.694,129.1677097,8.257
35,01-07-2011,0,73.76,3.748,139.36375,8.684
